Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
47126,Príncipe Real Duque de Bragança,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1818,,"Fonseca, Bernardo José da"
47128,Santana Flor de Cintra,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Preleluê, João de"
47129,NS da Boa Viagem Abismo,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Moreira, Dionísio José"
47134,Bela Americana do Rio,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Lisboa, José Antônio"
47135,Aventureiro da América,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1818,,"Batista, João"
49217,Vigilante Africano,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Amorim, José Gomes de"
49918,Bonfim,Rio de Janeiro,Cabinda,"Bahia, port unspecified",1818,439,"Machado, Teotônio Vicente<br/> Santos, Manoel Pereira dos"
41833,Bela África,"Bahia, port unspecified",Sao Tome or Princes Island,"Bahia, port unspecified",1818,,
41837,Regente,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,
41838,Miguel,"Bahia, port unspecified","Africa., port unspecified","Bahia, port unspecified",1818,,"Lima e Silva, João Cardoso de"
41839,Glória,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1818,,"Ferreira, Lisboa"
41840,Generoso,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1818,,"Lopes, Manoel José"
41841,Constância,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,"Novaes, Caetano Raimundo de"
48636,Ave Maria,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Peixoto, Luís Bento"
48637,Aviso,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1818,360,"Medões, Bernardo da Silva"
48638,Bela Americana do Rio,Rio de Janeiro,Luanda,"Bahia, port unspecified",1818,304,"Lisboa, José Antônio"
48640,Bom Jesus Triunfo,"Bahia, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Tavares, João Jacinto"
48641,Boa Harmonia,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1818,224,"Rodrigues, Rafael"
48642,Feliz Destino,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Guedes, Norberto Joaquim José"
48644,Flor do Mar,Rio de Janeiro,Luanda,"Pernambuco, port unspecified",1818,,"Sá, Joaquim Manoel de"
48663,Bom Caminho,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1818,,"Costa, José Antônio Teixeira da"
48665,Comerciante,"Bahia, port unspecified",Congo River,"Bahia, port unspecified",1818,370,"Almeida, Manoel Joaquim de"
48666,Conde dos Arcos,Rio de Janeiro,Cabinda,"Bahia, port unspecified",1818,391,"Miles, Vicente Ferreira"
48667,Constante,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1818,350,"Narciso, Antônio"
48668,Desforço,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,"Lobo, Januário Feliciano"
48669,Destino,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,"Silva, Boaventura Gomes da"
48670,Formiga,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1818,47,"Braga, Isidoro Martins"
48671,Mercúrio,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1818,517,"Lopes, João Crisóstomo Rodrigues"
48672,Nova Sorte,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,"Silva, Luís Pacheco da"
48673,Paquete da Bahia,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1818,290,"Silva, Antônio Lúcio da"
48674,Pequena Aventura,Rio de Janeiro,Cabinda,"Bahia, port unspecified",1818,231,"Almeida, Antônio Pedro de"
48675,Pérola do Sul,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1818,,"Francisco, Joaquim"
48676,S José Diligente,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1818,102,"Chaves, Luís Nunes"
48677,Sinceridade e Atalante,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1818,208,"Souza, José Lourenço de<br/> Silva, José da"
48762,S Antônio Protetor,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Couto, Anastácio Xavier do"
48766,S Antônio Olinda,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Valente, Manoel"
48783,Primoroso Divino,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Bastos, Manoel"
48784,S José Grande,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Macedo, José Bento de"
48785,S Marcos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Cunha, Antônio Joaquim da"
48786,Trajano,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1818,,"Câncio, José João"
48808,Tejo,Rio de Janeiro,Cabinda,"Bahia, port unspecified",1818,418,"Silva, João Pereira da"
48809,Americana Mariana,"Bahia, port unspecified",Cape Verde Islands,"Bahia, port unspecified",1818,,"Welark, José"
48810,Aurora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,"Souza, André Estácio de"
48811,Bonfim Americano,"Bahia, port unspecified",Princes Island,"Bahia, port unspecified",1818,,"Barbosa, Antônio de Paula"
48813,Carolina,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1818,,"Abreu, Francisco Xavier de"
48814,Diana,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1818,153,"Batista, Martinho José"
48815,S João do Rio,"Bahia, port unspecified",Popo,"Bahia, port unspecified",1818,,"Silva, Manoel Pereira da"
48816,Vênus,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1818,334,"Maia, Plácido José da"
48817,Vulcano do Sul,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",1818,311,"Silva, Manoel Cardoso da<br/> Albuquerque, João Luís<br/> Silva, João Luís da"
40477,Santana Flor da África,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,"Santana, Inocêncio Marques de"
40648,Adamastor,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1819,300,"Lopes, João Crisóstomo Rodrigues"
40784,S Marcos,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1819,,"Andrade, Inocêncio Matoso de"
46466,NS da Guia Morgado do Almeo,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",1819,,"Silva, José Jorge da"
46743,Dois Amigos,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1819,,"Santos, Manoel Rodrigues dos"
46754,S José Diligente,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",1819,197,"Xavier, Francisco"
46780,Brasileiro,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,
46831,Conde de Avis,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1819,,"Noronha, Manoel G. de"
46832,Paquete da Bahia,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1819,,"Silva, João Luís da"
46837,Flor do Mar,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1819,,"Viana, José"
46838,Flor do Rio,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1819,576,"Lopes, Manoel José"
46840,Mariana,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1819,,"Silva, Zacarias Paula da"
46841,NS da Conceição Minerva,"Bahia, port unspecified",Mozambique,"Bahia, port unspecified",1819,,
46842,Emília,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,"Melo, Vicente Esteves de"
46851,Formiga,"Bahia, port unspecified",Ambriz,"Bahia, port unspecified",1819,,"Pereira, Manoel José"
46855,Bonfim Americano,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1819,,"Santos, Manoel Pereira dos"
46856,Bonfim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,"Santos, Manoel Pereira dos"
46857,Triunfo Africano,"Bahia, port unspecified",Malembo,"Bahia, port unspecified",1819,,"Silva, Vicente de Paula e"
46859,Vulcano do Sul,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,
46861,S João do Rio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1819,,"Sá, Matias Carneiro de<br/> Fidalgo, João Evangelista"
46863,Lusitânia,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,"Leonardo, Severo"
46864,Indústria,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1819,,"Lourenço, Valério"
46866,Conde de Palma,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,"Folha, Domingos Ribeiro"
46868,Bom Caminho,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",1819,,"Souza, João Brás de"
46870,Bela Astrea,"Bahia, port unspecified",Cabinda,"Bahia, port unspecified",1819,,"Silva, José Lourenço da"
46897,Bom Caminho,"Bahia, port unspecified",Quilimane,"Bahia, port unspecified",1819,370,"Dias, Domingos Francisco"
46900,Comerciante,"Bahia, port unspecified",Rio Zaire,"Bahia, port unspecified",1819,252,"Almeida, Manoel Joaquim de"
46902,Bom Jesus Triunfo,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Tavares, João Jacinto"
47040,Aviso,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1819,,"Medões, Bernardo da Silva"
47060,NS da Conceição,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1819,,"Silva, Manoel Pereira da"
47085, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Rocha, Vicente Nunes da"
47088,Trajano,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Rios, Belchior Lisboa dos"
47092,Primoroso Divino,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1819,,"Martins, Diogo Cândido"
47110,Príncipe Real,"Pernambuco, port unspecified",Benguela,"Pernambuco, port unspecified",1819,,"Sá, Joaquim Manoel de"
49209,S Antônio Olinda,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Valente, Manoel"
49210,S Antônio Protetor,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Regadas, Luís de Queiróz Monteiro"
49211,Sinceridade,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1819,197,"Neves, José da Silva<br/> Santos, Fernando Bruno dos"
49212,Paquete do Rio,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Silva, Eugênio Antônio da"
49215,D Domingos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Pimentel, José Machado<br/> Azevedo, José Joaquim"
49216,NS da Boa Viagem Abismo,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1819,,"Moreira, Dionísio José"
