Identidade da viagem,Vessel name,Voyage itinerary imputed port where began (ptdepimp) place,Voyage itinerary imputed principal place of slave purchase (mjbyptimp) ,Voyage itinerary imputed principal port of slave disembarkation (mjslptimp) place,Year of arrival at port of disembarkation,Slaves arrived at 1st port,Captain's name
47649,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Teles, Antônio de Souza"
47650,NS de Oliveira S Luzia e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Mota, Francisco Luís da"
49609,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1767,389,"Martins, Antônio José"
49666,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1767,268,"Costa, Francisco Luís da"
48296,NS da Conceição e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Silveira, Manoel José da"
48298,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1767,,"Quadros, Antônio Ferreira"
52047,Santana S José e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1767,,"Cruz, Manoel Correa da<br/> Siqueira, José Lopes"
50902,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1767,,"Mota, Francisco Luís da"
50907,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1767,,"Ribeira, Estevão<br/> Cunha, Damásio Ferreira da"
50909,Santana S Antônio e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1767,,"Coutinho, Francisco Pereira"
50911,NS Madre de Deus e S Estevão,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1767,,"Silva, Luís Vieira da"
50912,Família Sagrada,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1767,,"Ferreira, Manoel da Silva"
50913,NS da Conceição Sr Bom Jesus da Pedra e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1767,,"Bastos, Antônio da Costa"
50914,NS do Monte do Carmo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1767,,"Cunha, Manoel José da"
50916,NS do Cabo da Boa Esperança e Sr do Bonfim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1767,,"Souza, José Inácio de"
50927, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1767,,
9011,Santana e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,228,"Nascimento, José Rodrigues do"
19657,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1768,,
19676,S Antônio e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1768,,"Mendonça, Domingos Furtado de"
19682,Bom Jesus dos Navegantes e S João Napomuceno,Lisbon,Luanda,"Pernambuco, port unspecified",1768,,"Lisboa, Antônio de Pontes"
19684,NS Jesus do Bonfim e S Pedro,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1768,,"Andrade, Marcelino César de"
41134, ,"Pernambuco, port unspecified","Lagos, Onim","Pernambuco, port unspecified",1768,,"Pereira, José"
47648,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Rosa, José Gomes"
47651,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Lemos, Manoel de"
47652,NS do Livramento e Santana,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Marques, Antônio Gonçalves"
47653,NS Mãe de Deus,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,,"Leite, João Ferreira"
49667,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,243,"Rosa, José Gomes"
49713,NS da Conceição da Ponte e S José,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,276,"Cruz, João Monteiro<br/> Pinto, José Rodrigues"
49714,NS da Glória e Boa Viagem,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1768,502,"Leite, João Ferreira"
49715,S Rosa e Sr do Bonfim,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,451,"Silva, Manoel Gomes"
49719,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1768,,
49720,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1768,,"Teixeira, Francisco Rodrigues"
41302,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,,"Mateus, Manoel Antônio"
48301,S João Batista e Santana,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,262,"Teles, Antônio de Souza"
48304,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,,"Ferreira, Manoel"
48305,NS da Conceição da Ponte S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,,"Lima, Matias da Costa"
48306,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1768,,"Vieira, Tomé Dias"
48307,NS da Penha da França S Francisco e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,,"Silva, Manoel Francisco da<br/> Francisco, André"
48308,NS da Barroquinha,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1768,,"Vieira, Tomé Dias"
48309,NS do Pilar e S Luzia,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1768,,"_______, Francisco"
48310,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1768,,"Souza, Roque Jacinto de"
52048,NS da Conceição S Rita e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,290,"Silva, Manoel Gonçalves da"
50917,NS da Conceição S Antônio e S João Nepomuceno,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,313,"Esteves, Francisco Antônio"
50919,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,325,"Vilanova, Manoel da Silva"
50920,NS dos Remédios S Antônio e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1768,268,"Abreu, José Álvares de"
50922,NS da Conceição S Antônio e S João de R,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1768,373,"Fontana, João Anastácio<br/> Etre, Francisco Antônio de"
50925,NS do Monte do Carmo e Sr Bom Jesus das Portas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,216,"Machado, Manoel"
50926,NS Mãe dos Homens Vitória e Almas,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1768,413,"Guimarães, João Antunes"
50931,NS das Brotas S João Nepomuceno e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,,
50938,NS da Vitória S João Batista e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1768,,
9018,NS de Guadalupe e Sr Bom Jesus dos Navegantes,Rio de Janeiro,Luanda,"Bahia, port unspecified",1769,,"Cardoso, Manoel dos Santos"
9019,NS da Conceição e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Silveira, José da<br/> Neves, Anastácio M"
9021,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1769,,"Souza, Roque Jacinto de"
9022,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Ferreira, Manoel"
9023,NS da Penha da França S Francisco e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Costa, Possidônio da"
9025,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1769,,"Pereira, Manoel"
9027,NS da Conceição S Rita e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Braga, Manoel da Costa"
19665,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1769,,"Teixeira, Francisco Rodrigues"
41130,Santana S José e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1769,,"Ferreira, Manoel da Silva"
47654,NS da Conceição da Ponte S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Lisboa, Clemente Martins"
47655,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1769,,"Quaresma, Luís Pereira"
47656,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Cardoso, Manoel dos Santos"
47666,Santana S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1769,,"Livramento, Manoel da Graça"
48312,NS da Conceição e Boa Viagem,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1769,,"Gomes, José Rodrigues"
52049,NS da Conceição da Ponte S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Rodrigues, Geraldo do Pinho"
50923,NS do Monte do Carmo S Luís Gonzaga e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1769,345,"Pontes, João Francisco"
50928,NS da Conceição Sr Bom Jesus da Pedra e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,383,"Afonso, José Francisco"
50929,NS da Aparecida S José S Antônio e Almas,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1769,,"Silva, Inácio José da"
50930,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1769,,"Tolentino, Nicolão"
50935,NS das Brotas S João Nepomuceno e Almas,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1769,,"Silva, José Gonçalves da"
50941,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1769,,"Martins, Antônio José"
50944,NS do Monte do Carmo e S Elias,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Siqueira, José Lopes de"
50945,NS da Vitória S João Batista e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Silva, José Antônio da"
50946,NS Mãe de Deus Mãe dos Homens S Antônio dos Pobres e Alma,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Coutinho, Francisco Pereira"
50947,NS do Monte do Carmo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Fontana, João Anastácio"
50949,NS da Guia Santana S Antônio e Almas,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1769,,"Rosa, Antônio Garcia"
50950, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,
50951,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Souza, José Inácio de"
50952,NS do Monte do Carmo e S Teresa,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1769,,"Rosa, José Gomes"
19658,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1770,287,"Teixeira, Francisco Rodrigues"
19667,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1770,340,"Cirne, Pedro da Costa"
19668,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1770,,"Pereira, José"
19677,S Antônio e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1770,,
19702,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1770,,
46744,NS da Conceição S João e Almas,"Bahia, port unspecified",Epe,"Bahia, port unspecified",1770,,"Coelho, Manoel de Souza"
46745,NS dos Prazeres e S Pedro Gonçalves,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1770,,"Azevedo, José Francisco de"
46746,NS da Oliveira,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1770,,"Marques, Antônio Gonçalves"
47533,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Silveira, Manoel José da"
48313, ,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1770,,
48314,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1770,,"Souza, Roque Jacinto de"
48315,NS da Penha da França S Francisco e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Sá, José Francisco de"
48317,NS do Rosario e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Pereira, Manoel"
48318,NS do Rosario e S Antônio _________,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Martins, Antônio José"
48320,S Antônio das Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Almeida, Félix"
48321,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1770,378,"Pereira, Manoel"
48322,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Loureiro, Manoel Marques"
48323,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1770,,"Cardoso, Manoel dos Santos"
50948,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1770,,"Silva, Luís Vieira da"
50953,Santíssimo Sacramento e S Francisco de Paula,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1770,,"Gabriel, Pedro de Lima"
50954,NS da Lampadosa e S Francisco de Paula,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1770,,"Dutra, Mateus"
50956,NS da Conceição S Antônio e S João Nepomuceno,"Bahia, port unspecified",Porto Novo,"Bahia, port unspecified",1770,,"Neves, Anastácio Martins"
50958,NS do Bonsucesso Santana e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1770,,"Lisboa, João dos Santos"
50959,Santana S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1770,,"Ferreira, Manoel a Costa"
50960,NS da Ajuda e Bom Jesus de Bouças,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1770,,"Fonseca, José Francisco da"
50962,NS da Conceição e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1770,,"Siqueira, José Lopes de"
9031,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Cardoso, Manoel dos Santos"
9033,NS do Rosario,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Lemos, Antonio José"
9034,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1771,,"Faria, Antônio de Barbosa"
9035,Bom Jesus de Bouças,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Lisboa, Antônio José"
9036,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1771,,"Souza, Roque Jacinto de"
9041,NS da Conceição S Antônio e Almas,Lisbon,Luanda,"Bahia, port unspecified",1771,,"Lisboa, Antônio de Pontes"
9043,NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Loureiro, Manoel Fernandes"
9044,NS da Penha da França S Francisco e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Rosa, Antônio Garcia"
9045,NS do Monte do Carmo e S Vicente Ferreira,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1771,407,"Lisboa, Antônio Duarte"
9048,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Silva, José Fernandes da"
9084,NS da Penha,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1771,,"Lisboa, José da Cruz"
9090,NS do Monte,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1771,,"Leite, João Ferreira"
9093,NS do Rosario,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1771,,"Paiva, Manoel de"
41135,NS da Boa Viagem,"Pernambuco, port unspecified",Whydah,"Pernambuco, port unspecified",1771,,"Pereira, José"
47667,Bom Jesus de Bouças S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Ferreira, Manoel"
47668,NS da Conceição da Ponte S José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Cunha, Manoel José da"
47669,NS da Conceição S José e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Braga, Manoel da Costa"
47670,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1771,,"Costa, Possidônio da"
47671,NSr do Bonfim NS dos Remédios e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1771,,"Tosta, João José"
47673,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Whydah,"Pernambuco, port unspecified",1771,291,"Melo, André Vieira de"
41301, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,,"Guimarães, João Ribeiro"
50955,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,373,"Guimarães, João Antunes"
50957,NS do Monte do Carmo S João Batista e Almas,"Bahia, port unspecified",Galam,"Bahia, port unspecified",1771,,"Mota, José Francisco Luís da"
50961,NS do Monte do Carmo e Nazaré,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,453,"Ferreira, Manoel da Silva<br/> Mesquita, João Pais de"
50963,NS do Pilar S Luzia e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,,"Cruz, Manoel Gomes da"
50964,Santana S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,,"Soares, Antônio Francisco"
50966,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,268,"Félix, Antônio de Souza<br/> Fortes, Antônio Gonçalves"
50981,NS da Conceição Sr Bom Jesus da Pedra e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1771,,
9050,S Antônio e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1772,,"Almeida, Manoel Gomes de"
19651,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1772,,"Pereira, José"
19697,NS dos Remédios e S Henrique Imperador,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
46440,NS do Cabo da Boa Esperança,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,,"Coelho, Luís José"
47674,NS da Glória e Boa Viagem,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1772,,"Silva, Inácio José da"
47675,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
47676,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1772,,"Teixeira, Francisco Rodrigues"
47677,NS da Penha da França S Francisco e S Domingos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1772,,"Rosa, Antônio Garcia"
47678,NS do Rosario S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1772,,"Silva, José Fernandes da"
47679,S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
49723,NS dos Remédios e S Henrique Imperador,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
49867,NS do Monte do Carmo e S Vicente Ferreira,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1772,,
49872,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1772,,"Silva, Pedro da Costa"
50965,NS do Monte do Carmo S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,208,"Dutra, Mateus"
50967,NS Madre de Deus e S Estevão,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,,"Silva, José Antônio da"
50968,S Rita e Almas,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1772,143,"Sampaio, Afonso Álvares"
50969,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,296,"Vale, Antônio Ribeiro do"
50972,NS da Penha da França e Boa Hora,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,364,"Bastos, Antônio da Costa"
50973,NS dos Prazeres e S Pedro Gonçalves,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,273,"Coutinho, Francisco Pereira"
50974,NS da Conceição da Ponte S Antônio e Almas,"Bahia, port unspecified",Sao Tome,"Bahia, port unspecified",1772,3,"Gonçalves, João<br/> Silveira, Manoel José da"
50975,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Badagry/Apa,"Bahia, port unspecified",1772,283,"Martins, Antônio José"
50976,NS do Cabo da Boa Esperança e Sr do Bonfim,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,335,"Coelho, Luís José"
50977,NS dos Remédios S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,219,"Pires, João Batista"
50983,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,,
50994,NS da Piedade S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1772,,
19645,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1773,,
19652,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1773,,
19679,S Antônio e Almas,Lisbon,Luanda,"Pernambuco, port unspecified",1773,,"Santos, Domingos Joaquim"
46439, ,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,,"Silva, José Gonçalves da"
46686,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1773,,"Melo, André Vieira de"
47672,NS dos Prazeres e S Pedro Gonçalves,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,,"Tosta, João José"
47681,S Isabel Rainha de Portugal,Lisbon,Benguela,"Bahia, port unspecified",1773,,"Pereira, Baltasar Félix"
49552,NS da Boa Viagem e Três Reis Magos,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,461,"Damasceno, Francisco José"
49553,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,374,"Guimarães, Francisco Carvalho"
49554,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,369,"Jardim, José Gomes"
49555,NS de Guadalupe e Sr Bom Jesus dos Navegantes,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1773,375,"Ferreira, Manoel"
49556,NS do Crato S Roque e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,459,"Livramento, Manoel da Graça"
49557,NS do Monte do Carmo S João Batista e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1773,423,"Loureiro, Manoel Francisco"
49868,NS do Pilar e S José,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,400,"Rosa, José Gomes<br/> Machado, Antônio José"
48910,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Costa da Mina,"Pernambuco, port unspecified",1773,,"Cirne, Pedro da Costa"
52051,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,250,"Teles, Antônio de Souza"
50971,Família Sagrada,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,214,"Machado, Manoel"
50978,NS do Pilar S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,261,"Viana, José Soares<br/> Góes, Nicolau Tolentino"
50979,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,312,"Fonseca, José Francisco da"
50982,NS da Aparecida S José S Antônio e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,,"Marques, Antônio Gonçalves"
50984,NS de Nazaré e S Antônio de Lisboa,"Bahia, port unspecified",Whydah,"Bahia, port unspecified",1773,239,"Ferreira, Manoel da Costa"
50985,NS da Conceição S Antônio e Almas,"Bahia, port unspecified","Lagos, Onim","Bahia, port unspecified",1773,225,"Siqueira, José Lopes de"
50988,NS da Conceição S José e Almas,"Bahia, port unspecified",Costa da Mina,"Bahia, port unspecified",1773,,"Sampaio, Afonso Álvares"
19646,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1774,,
19647,NS da Guia S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1774,,
19671,NS da Natividade e S Francisco Xavier,"Pernambuco, port unspecified",Badagry/Apa,"Pernambuco, port unspecified",1774,,"Pereira, José"
19678,S José,"Pernambuco, port unspecified",Whydah,"Pernambuco, port unspecified",1774,,"Teixeira, Francisco Rodrigues"
19704,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1774,404,
49558,Santana S Antônio e Almas,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1774,453,"Cardoso, Manoel dos Santos"
49559,NS da Conceição,"Bahia, port unspecified",Benguela,"Bahia, port unspecified",1774,399,"Rite, Henrique José"
49560,NS do Rosario,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,311,"Souza, José Francisco"
49561,NS do Rosario,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,413,"Góes, Nicolau Tolentino"
49562,NS dos Prazeres,Lisbon,Luanda,"Bahia, port unspecified",1774,373,"Costa, Joaquim Ferreira da<br/> Pereira, José Antônio"
49563,NS do Pilar,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,300,"Santos, José Joaquim dos"
49564,Sr do Bonfim Jesus das Portas e NS da Conceição,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,311,"Souza, Antônio Domingues de"
49716,NS da Guia,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,332,"Carvalho, Antônio de"
49725,Bom Jesus dos Navegantes,Lisbon,Luanda,"Pernambuco, port unspecified",1774,,"Figueira, Antônio Lopes"
48325,NS da Conceição S Antônio e Almas,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,,"Guimarães, Francisco Carvalho"
48326,NS da Boa Viagem,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,,"Peles, Antônio da Souza"
48327,NS do Crato e S Roque,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,,"Peles, Antônio da Souza"
48328,NS do Pilar e S Antônio,"Bahia, port unspecified",Luanda,"Bahia, port unspecified",1774,,"Tolentino, Nicolo"
48329,NS do Rosario S Antônio e Almas,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1774,410,"Pereira, Manoel"
48331,Santíssimo Sacramento e Todos os Santos,"Pernambuco, port unspecified",Luanda,"Pernambuco, port unspecified",1774,,"Jacinto, Roque"
